level,gpa,distance_km,disability,medical_condition,financial_need,first_generation,international,gender,previous_housing,semesters_completed,academic_probation,family_size,family_income_bracket,employment_hours,priority_score,was_allocated,application_date
200,3.2633385096349805,4081.125512843652,0,0,0,0,1,F,0,2.0,0,3,5,17.24430606175412,99.46,1,2023-02-03
200,3.867913926510554,71.34921458501798,0,0,0,0,0,F,0,3.0,0,5,2,27.745148532125967,100.0,1,2023-06-22
100,1.759474734305766,9.299932433290634,0,0,1,0,0,M,0,0.0,0,3,1,28.729701955770793,84.62,1,2023-08-30
300,2.6459481475764974,176.73645406456248,0,0,0,0,0,M,0,5.0,0,3,5,5.951355006325498,99.17,1,2023-02-08
100,2.5796523022813855,144.63820095361945,0,0,0,0,0,M,0,1.0,0,1,7,9.242032359069794,91.99,1,2023-06-25
200,2.716905399126631,51.47603126761994,0,0,0,0,0,M,0,3.0,0,4,5,0.9713757229125699,90.9,1,2023-09-23
300,3.9126804074395323,68.26184616658682,0,0,0,0,0,M,1,4.0,0,4,3,20.628749993467327,100.0,1,2023-09-24
200,3.765715491098341,75.08823513524042,1,0,1,0,0,F,1,3.0,0,4,3,32.15902630341666,100.0,1,2023-09-12
100,3.1108803827031957,11.836327637763066,0,0,0,0,0,M,0,1.0,0,2,7,12.120088381164678,68.73,1,2023-10-21
300,4.220905053280042,17.96949901492345,0,0,0,0,0,M,1,4.0,0,4,6,7.914971069784461,84.12,1,2023-04-16
200,3.9259513735600904,1.647132415526216,0,0,0,0,0,M,0,2.0,0,5,5,6.899524777209996,72.02,1,2023-02-28
300,3.3625334211162436,104.41793258535526,0,0,1,0,0,M,0,4.0,0,4,4,14.030427766750098,100.0,1,2023-11-22
300,2.869749759793507,62.63116251155006,0,0,1,1,0,F,0,4.0,0,4,3,14.08619868397621,98.08,1,2023-09-21
200,3.371395343472928,118.76250007692249,0,0,0,1,0,M,1,2.0,0,5,8,4.3678146398063,96.62,1,2023-01-20
200,3.1837672147285643,143.7978644361011,0,0,0,1,0,M,0,2.0,0,4,5,17.90064021870213,98.0,1,2023-02-24
100,3.5551180236656412,18.446800067617065,0,0,0,0,0,M,0,1.0,0,3,4,12.82256676898413,79.2,1,2023-03-07
100,2.727708551379896,41.06967810608751,0,0,0,1,0,M,0,1.0,0,4,7,8.138632399158043,84.48,1,2023-11-08
200,2.963713071571181,94.55208950686082,0,0,1,0,0,F,1,3.0,0,6,1,22.149674127484953,98.66,1,2023-08-22
200,3.0744655127468556,16.429270025091327,0,0,1,0,0,M,0,3.0,0,3,4,12.278581031058666,93.6,1,2023-11-07
200,4.328679339599174,8509.18304100768,0,0,0,0,1,F,0,2.0,0,2,4,5.215161413158177,100.0,1,2023-10-20
100,2.1680390736496893,13533.494018521405,0,0,0,0,1,F,0,0.0,0,1,3,16.594979860821216,91.93,1,2023-05-05
100,3.8794640997855274,26.964954952299415,0,0,0,0,0,F,0,0.0,0,3,3,20.900679908379352,80.32,1,2023-09-07
200,2.68363443280946,179.80447179447486,0,0,1,0,0,F,0,2.0,0,4,1,5.390255590412898,100.0,1,2023-09-10
100,4.230921520459751,163.43601242074928,0,0,1,0,0,F,0,1.0,0,4,2,22.73895853059969,100.0,1,2023-11-07
300,2.43975385882576,131.60064235459117,0,0,0,0,0,F,1,5.0,0,5,3,0.7507128197969875,99.36,1,2023-12-11
100,3.6907260085134994,144.8731675028948,0,1,0,1,0,F,0,0.0,0,5,5,5.73276477176647,100.0,1,2023-09-22
200,2.516583439730052,17.115697509553375,1,0,1,0,0,M,0,3.0,0,3,3,12.720786319553156,100.0,1,2023-03-01
400,2.763412383830676,4175.509285850816,0,0,0,0,1,M,0,6.0,0,2,3,14.226880748394562,98.94,1,2023-03-03
100,3.743682688402058,137.8021218561239,0,0,0,0,0,F,0,0.0,0,4,3,10.001711077809869,96.51,1,2023-06-04
200,2.3430042780451084,44.79953648992155,0,0,1,0,0,M,1,2.0,0,1,2,33.49919794509454,99.69,1,2023-06-23
100,2.238535312081263,10.265344674314951,0,0,0,0,0,F,0,1.0,0,3,6,13.213864505846288,67.21,1,2023-06-03
200,4.024901760012827,1.0,0,0,0,1,0,F,0,3.0,0,2,2,35.97629754553489,77.49,1,2023-06-23
200,3.6693004795517714,103.3208924272512,0,0,0,0,0,M,0,3.0,0,3,3,3.635368959150566,97.78,1,2023-11-11
200,3.461893486393527,1.6710002260991217,0,0,0,1,0,Other,0,3.0,0,3,6,2.871711067837916,79.05,1,2023-04-24
200,3.6799847139227335,8036.881643094985,0,0,0,0,1,F,1,3.0,0,2,4,40.0,98.7,1,2023-10-21
400,3.04977853519568,17.165425218095777,0,0,0,0,0,F,1,6.0,0,3,3,27.434342181543215,89.75,1,2023-08-07
100,3.400042362418729,10.188555005701073,0,0,1,0,0,M,0,0.0,0,4,1,28.655986737890938,91.87,1,2023-05-27
100,4.179831278681956,2.207057028886065,0,0,0,0,0,M,1,0.0,0,6,3,5.26704671466062,69.16,1,2023-10-20
400,4.515951620661718,1.0,0,0,0,0,0,M,1,7.0,0,1,3,4.318938141696037,77.18,1,2023-10-28
200,3.054473174131992,3.050141627144753,0,0,0,1,0,M,0,3.0,0,6,7,2.9530409151279144,70.51,1,2023-10-09
400,2.3882549954636865,48.32752282706986,0,0,0,0,0,M,0,6.0,0,2,4,11.118061476165455,97.1,1,2023-12-14
200,4.2371415894444135,33.222845645482025,0,0,1,0,0,F,1,3.0,0,3,2,20.890496877804694,100.0,1,2023-03-11
300,3.13980669780232,5448.655187370678,0,0,0,0,1,F,0,5.0,0,3,7,0.391181194956255,100.0,1,2023-12-08
200,4.085188284470081,62.81882815992962,0,0,1,0,0,M,0,2.0,0,3,1,20.085622896622517,100.0,1,2023-01-17
300,3.8918579429695552,315.42504374448714,0,0,0,0,0,F,0,5.0,0,3,8,1.6833288842103085,98.83,1,2023-01-01
400,2.892159843043634,75.97288233926298,0,0,1,0,0,F,1,7.0,0,3,3,17.855471988558044,99.77,1,2023-07-26
200,4.129457616761495,78.58342935034575,0,0,1,0,0,M,0,3.0,0,2,6,18.00958996667825,98.25,1,2023-04-16
100,3.319566447909838,58.290125501786875,0,0,1,1,0,M,0,1.0,0,4,3,18.64634727222694,96.44,1,2023-06-03
100,4.3346933477597585,31.84323900318631,0,0,0,1,0,F,0,1.0,0,2,7,0.8793587273492837,89.68,1,2023-03-10
100,2.5145520031169264,1.479935417563335,0,0,0,0,0,F,0,1.0,0,3,8,2.8808508762358493,66.91,1,2023-11-10
100,4.239646325464911,20.893378939502067,0,0,1,1,0,M,0,0.0,0,3,4,12.43902207019318,98.86,1,2023-10-29
100,4.151879032118602,21.43749762337491,0,0,1,0,0,F,0,1.0,0,2,2,27.591269203992066,99.37,1,2023-11-14
200,2.7672141288926677,245.6608098198865,0,0,1,0,0,M,0,3.0,0,3,2,10.835765856629173,98.39,1,2023-12-17
200,4.07834964912021,18.472769683128675,0,0,1,0,0,M,0,2.0,0,2,4,21.661510965970702,97.31,1,2023-12-09
200,3.747911664676421,11565.960731325536,0,1,0,0,1,F,0,2.0,0,5,5,1.8789710399726283,100.0,1,2023-05-09
200,3.631151203585822,1.0,0,0,0,0,0,M,1,2.0,0,4,4,9.35946654130607,70.63,1,2023-01-24
100,4.276614704353958,1.4507648564833846,0,0,0,1,0,M,0,0.0,0,3,7,33.804774366360384,76.87,1,2023-06-16
100,4.29020471930737,40.57901517643242,0,0,0,0,0,F,0,0.0,0,3,5,2.9667552747009514,86.01,1,2023-06-15
100,4.226975087195429,140.84099637622606,0,0,0,0,0,F,0,0.0,0,4,2,0.7158912999096738,94.39,1,2023-12-21
200,3.5064302861772685,1.456280491117409,0,0,0,1,0,F,0,3.0,0,5,5,9.434563691862817,76.43,1,2023-11-28
100,4.3877809851650955,2.9896718283467982,0,0,0,0,0,M,0,0.0,0,6,5,2.3029384604650462,68.9,1,2023-04-22
100,4.406463017093214,112.4191260273922,0,0,1,0,0,F,0,0.0,0,3,4,13.557618145251372,100.0,1,2023-10-14
200,4.184518922068765,93.29868225589644,0,0,0,0,0,M,1,3.0,0,2,1,6.887217072255755,100.0,1,2023-05-11
300,2.3083118102528846,57.093438850036215,0,0,1,0,0,F,1,5.0,0,4,1,15.749749804150209,97.34,1,2023-04-30
100,3.4746210957377346,69.02926076896918,1,0,1,0,0,F,1,0.0,0,4,6,24.642133326081336,100.0,1,2023-11-17
200,3.2761416197621043,149.78546338225937,0,0,0,1,0,F,0,3.0,0,4,5,32.270857633927825,100.0,1,2023-12-07
300,3.508364774835086,80.8875692981546,0,0,1,0,0,F,0,5.0,0,2,3,14.728308268230952,100.0,1,2023-01-18
300,2.709670115069874,1.0,0,0,0,0,0,M,0,5.0,0,3,6,3.9746559850565584,74.43,1,2023-01-28
400,3.3111515955325808,39.935224419734595,0,1,1,1,0,M,0,7.0,0,2,1,40.0,100.0,1,2023-02-12
100,3.426422233637506,34.666291682736215,0,0,0,1,0,M,0,0.0,0,4,4,12.516197178079851,82.67,1,2023-08-27
100,3.5611373566766713,38.25297768196833,0,0,1,0,0,F,0,1.0,0,3,3,7.690112093071669,96.27,1,2023-10-15
400,3.130000729959001,123.91588856159423,0,0,0,0,0,M,0,7.0,0,4,3,10.717047243690738,100.0,1,2023-11-15
200,2.383282034312418,80.29449759041256,0,1,1,1,0,M,0,2.0,0,4,2,17.687237062088386,100.0,1,2023-08-09
200,4.475857199123141,19.320972890866596,0,0,0,0,0,Other,1,3.0,0,4,1,7.762582291720972,82.63,1,2023-10-13
300,4.158187807174196,21.34744256678493,0,0,0,0,0,F,0,4.0,0,4,7,7.079968727246596,92.09,1,2023-07-14
300,2.834546429177619,1.0,0,0,0,1,0,F,0,4.0,0,2,3,4.909170881222506,73.0,1,2023-12-15
400,3.801124438672999,1.5510415340760975,0,0,0,0,0,M,1,6.0,0,4,3,40.0,81.57,1,2023-09-13
500,3.8667633023169095,1045.5909712234072,0,0,1,1,1,F,0,8.0,0,6,5,16.866941844518824,99.51,1,2023-04-30
300,3.3403332963071177,131.56467207890387,0,0,1,0,0,M,0,4.0,0,4,3,22.54573890405611,99.64,1,2023-04-18
100,2.9026839064738805,145.2546199543465,0,0,0,0,0,F,0,0.0,0,3,5,13.177285515987542,93.5,1,2023-06-30
400,3.2459675233971645,14.91718252859371,0,0,1,0,0,M,1,7.0,0,3,2,8.29101857731173,100.0,1,2023-11-05
100,3.2780049232953274,42.95144162024555,0,0,1,0,0,M,0,0.0,0,3,3,9.248763042322405,100.0,1,2023-07-24
100,4.107705972219279,37.62671983337175,0,0,1,0,0,M,0,1.0,0,4,1,32.432701844682455,100.0,1,2023-03-18
400,2.907499390178821,171.6822313298557,0,0,1,0,0,F,1,7.0,0,2,7,35.22552164543937,93.74,1,2023-05-21
100,3.828852019687382,259.16529765156065,0,0,0,0,0,F,0,0.0,0,5,3,3.022318247755134,95.85,1,2023-09-09
100,3.8333269293912537,51.91124432259937,0,0,0,0,0,F,0,0.0,0,5,5,16.939383466840155,90.71,1,2023-02-19
100,4.253630542178516,59.78504668594337,0,0,1,0,0,M,0,0.0,0,3,1,15.939827475572713,100.0,1,2023-05-16
400,3.02962911019847,9010.159061089013,0,0,0,0,1,M,1,7.0,0,2,8,31.101741796117768,98.71,1,2023-07-07
200,2.4317891802362475,50.08856771944659,0,0,0,0,0,M,1,3.0,0,5,2,3.4947163587683043,91.07,1,2023-07-27
300,2.771465784291693,12.521060666684258,0,0,1,1,0,M,1,4.0,0,4,1,14.25084453436315,100.0,1,2023-10-24
100,3.0137664604989745,3456.060835742173,0,0,1,0,1,M,1,0.0,0,5,5,22.671163576219875,99.11,1,2023-12-03
300,2.621283768238174,9.956069002349565,0,0,0,1,0,M,1,5.0,0,2,4,0.6513217189502835,81.72,1,2023-06-10
300,4.268697351346304,80.37269940172621,0,0,0,1,0,F,0,5.0,0,4,1,2.8271576365182987,100.0,1,2023-03-17
100,4.074460726382572,39.35452956180827,0,0,1,0,0,M,0,0.0,0,4,3,21.102470965675597,97.66,1,2023-08-13
200,3.678160520807812,65.3874737580801,1,0,0,0,0,F,0,2.0,0,3,6,7.021415034935705,100.0,1,2023-02-10
100,1.4356090762371265,36.24339934837536,0,0,0,0,0,F,0,0.0,0,1,5,9.032137275778066,75.76,1,2023-04-29
500,3.8605284469279177,24.326292687532973,0,0,0,1,0,F,1,8.0,0,3,3,1.3143426612852074,98.49,1,2023-05-08
200,3.248567064789233,1.0,0,0,0,0,0,M,1,2.0,0,4,4,1.8936054610454114,65.36,1,2023-02-23
400,2.6377635050951698,153.43236751552215,0,0,1,0,0,M,0,7.0,0,4,4,9.410197323754868,99.79,1,2023-06-20
100,2.2920415940310837,12428.132781592702,0,1,0,0,1,Other,0,1.0,0,2,9,2.1038952051811073,98.09,1,2023-12-17
300,2.54402448645839,1.758892253459856,0,0,0,0,0,F,0,5.0,0,2,4,10.121499281677766,71.13,1,2023-10-21
300,2.5336876185945227,2.1049463447199463,0,0,0,1,0,M,0,5.0,0,5,5,3.169335085150359,77.07,1,2023-06-18
300,3.300342608339,9589.693053357249,0,0,0,1,1,Other,1,4.0,0,4,7,17.930348258231742,97.33,1,2023-08-25
400,3.356552426733444,173.55669669723287,0,0,0,0,0,F,0,6.0,0,4,6,5.349206718607014,95.9,1,2023-07-28
200,4.563084330891195,44.32070859457983,0,0,0,0,0,F,1,3.0,0,3,7,11.060201733341096,90.46,1,2023-08-14
100,3.0694502215289363,9.630879484820579,0,0,0,0,0,M,0,0.0,0,3,4,4.858539451633044,67.23,1,2023-07-21
300,3.424391966350244,2.3534198683879852,1,0,0,0,0,M,0,5.0,0,3,4,29.600229092563467,88.28,1,2023-05-20
300,3.0126687633340987,136.71266654691527,0,0,1,0,0,F,1,5.0,0,4,1,15.73024095798888,100.0,1,2023-11-12
200,2.44678226738934,4213.847922895966,0,0,0,0,1,M,1,3.0,0,3,3,18.688425524286615,100.0,1,2023-05-06
100,2.7846728154068625,11.56560810787758,0,0,1,0,0,F,0,0.0,0,3,2,17.089584259089147,88.64,1,2023-04-14
200,2.4930305752621673,9.048929030956954,0,0,0,1,0,M,0,3.0,0,4,5,18.03388150814399,77.36,1,2023-02-28
100,3.261690289787806,41.142734847916515,0,0,1,0,0,F,0,0.0,0,3,1,15.005279882602904,99.84,1,2023-10-18
200,2.3550172085537726,53.42748017882715,0,0,0,0,0,M,0,2.0,0,3,5,2.2462509543691094,90.16,1,2023-04-13
200,3.3964763276115058,4324.458081958833,0,1,1,0,1,F,1,3.0,0,5,1,17.739179469769724,99.16,1,2023-08-20
300,2.725156950251679,3.426785544005451,0,0,1,1,0,M,0,5.0,0,4,4,6.306342089759477,96.99,1,2023-09-04
100,2.525580188269057,14492.871564649093,0,0,0,0,1,F,0,0.0,0,4,6,3.816043865040476,96.43,1,2023-07-14
200,3.809477056022498,77.41662425480905,0,0,0,0,0,F,1,3.0,0,3,4,11.943957313413243,96.6,1,2023-08-25
100,3.9310343432997144,5.347368378859533,0,0,0,1,0,F,0,1.0,0,3,6,19.268981256453564,77.17,1,2023-04-23
100,4.765054799396419,103.29613071016621,0,0,1,1,0,M,0,0.0,0,3,1,20.928944371845052,99.56,1,2023-12-04
300,2.687471941447915,6503.826324432868,0,0,0,0,1,F,0,5.0,0,3,5,7.475338705543329,100.0,1,2023-08-18
400,4.1474792730568,75.52410011276612,0,0,0,0,0,F,1,6.0,0,4,3,0.9869135614633686,100.0,1,2023-02-13
200,3.626419535794565,58.18575274562215,0,0,0,0,0,M,0,2.0,0,3,6,4.261277150427726,92.24,1,2023-07-04
300,3.903267709256138,4.152481828107837,1,1,0,0,0,F,1,5.0,0,5,4,4.524131537634297,94.01,1,2023-11-10
400,4.374512127975869,70.66682426588551,0,0,0,0,0,M,0,6.0,0,5,4,4.063168367534368,100.0,1,2023-12-25
300,4.067813874202485,19.136762601911066,0,0,0,0,0,F,0,4.0,0,3,3,13.31183316266272,83.02,1,2023-09-21
100,2.623041424471908,5.446104274851691,0,0,1,1,0,F,0,0.0,0,4,7,20.69661906500555,89.27,1,2023-10-09
400,2.8058060691456213,72.6007846433893,0,0,1,0,0,F,1,7.0,0,5,1,9.45681926461165,100.0,1,2023-03-05
200,3.755182595036771,87.44417972691666,0,0,0,1,0,F,1,2.0,0,4,4,22.871081235403622,100.0,1,2023-04-04
100,3.60950843543953,1.0,0,0,0,0,0,M,1,1.0,0,3,4,4.423872700407632,66.85,1,2023-10-22
100,2.337446149578608,56.842770108885965,0,0,1,1,0,Other,0,0.0,0,3,1,28.27787430811298,97.81,1,2023-04-10
200,3.7892427968076863,103.25390448781206,0,0,1,1,0,F,1,2.0,0,1,1,18.6061488964667,100.0,1,2023-12-23
100,4.468800923884509,68.62130302188308,0,0,1,0,0,F,0,1.0,0,2,2,19.542006301423733,100.0,1,2023-12-11
100,2.89343067679507,70.00115927483039,0,0,0,0,0,F,1,0.0,0,1,6,28.291234399450843,94.09,1,2023-02-13
100,3.267778230338615,9.658975367266182,0,0,0,0,0,M,1,1.0,0,2,7,2.3539110335928886,70.99,1,2023-10-14
300,4.0498089479846024,132.82423567883512,0,0,1,0,0,F,1,4.0,0,5,4,37.1865372915759,99.61,1,2023-01-07
400,2.8114549373790476,30.26522520209447,0,0,1,1,0,M,0,6.0,0,5,1,7.076693882256859,97.67,1,2023-10-05
100,3.2019664102966594,48.50908391665973,1,0,1,0,0,M,0,1.0,0,4,3,27.152304257265413,99.97,1,2023-02-04
400,3.4967345685238245,134.41640437037637,0,0,1,0,0,F,1,7.0,0,3,7,26.36269558821266,100.0,1,2023-02-21
400,3.8779233839969978,2.2024987701061507,0,0,1,0,0,Other,1,6.0,0,3,3,15.574734360592446,95.14,1,2023-05-18
300,4.093985909154808,140.34409427574224,0,1,0,0,0,F,0,5.0,0,1,3,4.574741421485088,100.0,1,2023-06-10
100,3.2666532060063833,4.134432222352798,0,0,0,0,0,M,0,0.0,0,4,4,15.274582561242331,70.17,1,2023-11-06
300,3.138218774300516,145.77865459971065,0,0,1,1,0,M,0,4.0,0,1,2,20.415743709098884,98.29,1,2023-02-21
400,3.3269449421199253,3.970490882088276,0,0,0,0,0,M,0,6.0,0,4,6,6.402072519270758,78.7,1,2023-04-07
300,3.1211796840414383,1.0,0,0,0,0,0,F,0,5.0,0,4,4,19.438481466537997,73.6,1,2023-12-21
100,1.687193757591542,30.148455115551137,0,0,0,0,0,M,0,0.0,1,5,7,3.1203054710733875,64.75,1,2023-03-16
200,2.1992709880129024,157.4690124979759,0,0,1,0,0,F,0,2.0,0,1,2,20.75807295443189,99.23,1,2023-04-10
200,3.8290935415915435,211.86089608734142,0,0,0,0,0,M,0,3.0,0,4,5,2.1271677809506655,99.67,1,2023-01-22
200,4.259972340322123,130.93202198090898,0,0,1,0,0,F,0,2.0,0,4,1,21.76984302149068,99.7,1,2023-06-10
100,3.2839839504399753,228.5382388315985,0,0,0,0,0,M,0,1.0,0,1,7,2.627334140141395,96.63,1,2023-07-20
100,2.970676024154568,175.3088303241878,0,0,0,1,0,Other,0,0.0,0,3,5,3.4295547049251813,98.29,1,2023-03-11
300,3.477896498088333,26.547100897926974,0,0,0,0,0,M,0,5.0,0,3,10,6.258700281247521,88.41,1,2023-09-04
400,3.4890248117786755,7.920062157637979,0,0,0,0,0,M,0,7.0,0,4,5,2.7050479932503646,80.64,1,2023-06-17
100,4.130731913243911,40.575064101224044,0,0,0,0,0,F,0,0.0,0,6,3,6.491492692634935,84.44,1,2023-06-08
400,2.8291337805666896,1.6989889548389228,0,0,1,0,0,M,0,6.0,0,3,3,19.54715431973035,93.8,1,2023-05-10
100,3.687434984567672,78.69334311959861,0,0,1,1,0,M,0,0.0,0,3,2,12.476362930871453,99.43,1,2023-06-01
300,3.237299191132093,148.53263672669104,0,0,0,0,0,Other,1,4.0,0,3,8,0.5366739501367431,99.6,1,2023-02-26
300,3.1060868710072063,8.11380874524785,0,0,0,0,0,M,0,4.0,0,3,1,0.42735772697214597,78.87,1,2023-12-27
300,2.787849356110195,142.18641612608204,0,0,1,0,0,M,1,4.0,0,5,4,23.908636019688537,100.0,1,2023-11-14
400,2.79470225960802,2049.4405857882,0,0,1,1,1,F,0,6.0,0,3,4,32.641941069993834,100.0,1,2023-01-07
100,4.0978983839666485,61.548791548988426,0,0,1,0,0,M,0,0.0,0,4,1,24.40636842608136,99.64,1,2023-10-14
400,3.770788003899188,6.00705507799055,0,0,1,0,0,F,1,7.0,0,5,5,40.0,99.88,1,2023-03-04
100,3.749398836858784,122.9153094243315,1,0,1,0,0,F,0,0.0,0,2,4,26.431921589418355,100.0,1,2023-05-31
300,3.429832853028599,117.32068717091062,0,0,1,0,0,F,0,5.0,0,3,4,18.172935438496914,98.77,1,2023-07-18
300,3.463177498509352,91.58401023833578,0,0,0,0,0,M,0,5.0,0,4,1,21.985819845362435,99.78,1,2023-08-13
300,2.7680329116863303,80.03416300681134,0,0,1,0,0,F,0,5.0,0,1,1,10.318019113328702,100.0,1,2023-06-27
100,3.8809595989536723,63.69143889525943,0,0,1,0,0,F,1,0.0,0,4,7,24.987863497197463,96.71,1,2023-10-01
400,3.766587627137513,4.229195850650914,0,0,0,0,0,M,0,6.0,0,5,5,18.812624870338446,78.94,1,2023-02-24
100,4.029803677077629,54.297584896482995,0,0,0,0,0,F,0,1.0,0,5,8,2.1661305665539903,91.51,1,2023-11-19
100,3.73842784796823,6.395521676634214,0,1,0,0,0,M,0,1.0,0,5,2,10.944166476905487,80.7,1,2023-10-30
300,2.979059241566164,94.7531507088687,0,0,0,0,0,M,0,4.0,0,1,3,38.971142303604346,100.0,1,2023-09-06
200,3.2437869782221167,11.075097349183931,0,0,0,0,0,F,0,3.0,0,3,4,3.8686923679183725,71.0,1,2023-01-27
300,3.0705251493382746,202.6684835658928,0,0,1,1,0,M,1,5.0,0,5,4,12.221539622875834,100.0,1,2023-11-07
200,3.6585948620588993,31.84904284052279,0,0,0,0,0,F,0,2.0,0,5,7,7.234739041181072,86.47,1,2023-10-27
100,3.527055017986771,2.225465159521522,0,1,0,0,0,F,0,1.0,0,3,4,13.911373073825764,73.42,1,2023-04-25
300,2.6589352507355866,139.05906130893527,0,1,0,1,0,F,0,4.0,0,2,9,4.20284943023001,100.0,1,2023-05-28
200,3.085004564570725,7.71932379146273,0,0,1,0,0,M,0,3.0,0,5,4,22.098118832057104,92.97,1,2023-06-24
100,2.621199011431385,233.71360980051622,0,0,0,0,0,M,0,0.0,0,4,4,1.3330211547079187,91.2,1,2023-10-23
300,3.6199046586352415,16.765932988612985,0,0,0,0,0,F,0,5.0,0,4,5,11.43313673433248,82.33,1,2023-08-16
200,2.778964621402228,2.51660743752756,0,0,0,0,0,F,0,3.0,0,3,5,1.4607375746142115,69.64,1,2023-01-08
200,4.292766391294533,211.40528905631749,0,0,0,0,0,M,0,2.0,0,3,5,4.699726376952703,100.0,1,2023-03-19
200,2.901632535288845,58.60149920183272,0,0,0,0,0,M,1,2.0,0,5,4,13.034369929227328,91.72,1,2023-10-30
300,2.560323887861562,11992.729412546398,0,0,1,0,1,M,1,4.0,0,2,2,17.684857544815486,100.0,1,2023-08-24
300,3.122031936014432,7062.65731139533,1,0,0,0,1,F,0,5.0,0,5,4,8.94580725591527,97.96,1,2023-11-21
300,3.605006718099496,64.33343908592147,0,0,1,0,0,M,0,4.0,0,3,2,25.845580600919373,99.13,1,2023-12-22
100,2.348650929757038,33.735864408020156,0,0,1,0,0,M,0,0.0,0,1,3,40.0,93.8,1,2023-12-04
300,4.064860815115816,16.119709437239294,0,0,0,0,0,F,0,5.0,0,2,6,36.612701370567734,87.82,1,2023-01-05
300,2.881609591835795,284.31924368230796,0,0,0,1,0,M,0,5.0,0,4,6,2.3075050581264938,100.0,1,2023-12-09
300,2.8480764446726603,83.46603885513193,0,0,1,1,0,M,0,4.0,0,3,4,27.602265095414516,97.02,1,2023-12-10
200,3.882416586744186,68.92693315357212,0,0,0,0,0,M,1,2.0,0,6,5,0.17312131116605783,98.93,1,2023-06-03
400,2.3390104598201638,11943.909351899238,0,0,0,0,1,F,0,7.0,0,4,5,40.0,97.42,1,2023-07-26
300,3.6855753716903354,9915.08248573254,0,0,1,1,1,M,0,5.0,0,2,1,27.67653817707356,100.0,1,2023-10-31
100,3.1060909288342433,7028.727544442492,0,0,0,0,1,M,1,1.0,0,6,4,5.169175340258767,97.78,1,2023-08-29
200,4.465801276291838,123.79589892089206,0,0,1,0,0,M,0,2.0,0,3,3,34.06660768039157,99.5,1,2023-08-16
400,3.6544112661456905,205.53325429326432,0,0,1,0,0,F,0,6.0,0,4,2,26.542188190391887,100.0,1,2023-11-21
100,2.802811883192715,103.78956462944319,0,0,1,0,0,M,0,1.0,0,2,1,28.259049270647044,100.0,1,2023-08-08
400,3.287613617480648,466.4192785281806,0,0,0,0,0,M,0,6.0,0,3,10,16.16833397358668,97.67,1,2023-09-12
300,4.301628604013433,7850.681224798911,0,0,1,0,1,Other,1,5.0,0,2,4,20.015053900303883,99.42,1,2023-09-12
200,2.620004795871098,194.27308624047635,0,0,0,0,0,F,1,2.0,0,3,6,2.837333424775475,96.9,1,2023-09-13
100,2.9750858536975398,94.9658558347884,0,0,1,0,0,M,0,0.0,0,6,1,22.36126464911707,100.0,1,2023-08-30
100,4.6998791268366515,7.457701294966444,0,0,0,1,0,M,1,1.0,0,4,4,3.096327337022393,78.96,1,2023-06-07
400,2.8919879306803375,43.10151840479489,1,0,1,1,0,F,1,6.0,0,5,1,12.036751962028925,99.89,1,2023-01-28
100,2.8631309955137114,65.54275190576652,0,0,0,1,0,F,0,1.0,0,4,4,7.878180070120363,95.67,1,2023-02-27
300,2.7040963503663464,1.853419669471434,0,0,0,0,0,F,1,4.0,0,3,5,13.595652449432196,71.9,1,2023-05-11
200,3.9433394689632504,88.9632143921178,0,0,1,1,0,M,0,3.0,0,3,4,18.88906071350659,98.92,1,2023-03-15
100,2.862963329367404,134.35786797708852,0,0,1,0,0,M,1,0.0,0,1,4,32.0041030307085,100.0,1,2023-07-10
100,2.381813305684532,119.93436859687404,0,0,1,1,0,M,0,0.0,0,6,3,23.646248342407567,100.0,1,2023-07-21
200,3.104396677494329,12.714648303684973,0,0,0,0,0,M,0,2.0,0,4,4,11.352366928746008,81.47,1,2023-12-17
500,3.463989189668556,54.14844927237399,0,0,0,0,0,F,1,9.0,0,3,4,4.279044756944428,100.0,1,2023-08-07
200,3.1397814156372803,206.00915760917727,0,0,0,0,0,F,0,2.0,0,2,5,20.597145081272213,100.0,1,2023-12-31
200,3.189945167075471,43.76725504149135,0,0,0,0,0,F,0,3.0,0,2,5,5.003609531221559,89.15,1,2023-02-21
100,3.72093067209265,39.800144866579785,0,0,1,0,0,M,1,0.0,0,3,4,19.14297334237438,100.0,1,2023-10-07
200,2.804225845074708,111.05417884936452,0,0,1,0,0,M,0,2.0,0,4,2,29.28028755834773,99.32,1,2023-11-08
200,2.7288691069493836,189.70652265545118,0,0,0,0,0,F,0,2.0,0,3,5,26.67113106298045,100.0,1,2023-03-28
400,2.642524775284147,73.45020493752685,0,0,0,1,0,F,0,6.0,0,3,2,9.752992469008595,100.0,1,2023-03-28
200,3.4186522245713413,134.87112092485575,0,0,0,0,0,M,0,3.0,0,4,4,0.17399373066923782,97.22,1,2023-08-01
200,3.391920392179362,66.30742178401128,0,0,1,0,0,M,0,2.0,0,4,5,24.462912584026302,98.96,1,2023-02-21
100,2.104778219056774,1.0,0,0,0,0,0,F,0,1.0,0,5,1,3.5632136883117798,58.88,1,2023-01-18
500,3.0080548773814,243.71340764049936,0,0,1,1,0,M,0,8.0,0,5,3,13.991856952929782,97.83,1,2023-07-29
100,4.207382061264905,11122.839021652204,0,0,0,0,1,M,0,1.0,0,2,5,5.278274866720389,97.86,1,2023-12-30
